name,file_extension,CREATION_DATETIME,file_size,width,height,format,aspect_ratio,exif_data,category_name
thumbnail_atelier informatique 2022-2023,jpg,2023-03-24 12:33:00,302874,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_abbaye de fontevraud ,jpg,2023-03-24 12:34:21,385055,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_atelier déco de pâques,jpg,2023-03-24 12:35:55,268114,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_mercredi famille avril,jpg,2023-03-27 07:39:02,249063,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_pause familles avril,jpg,2023-03-27 07:50:43,234402,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_tout ce qui roule ,jpg,2023-03-27 07:54:09,256173,1356,1920,JPEG,0.70625,,Affiches - Prochainement
2,jpg,2023-04-21 08:45:05,232434,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 171.0, 'YResolution': 171.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1414, 'ExifImageHeight': 2000}",Affiches - Prochainement
thumbnail_pause familles avril-2,jpg,2023-04-21 13:49:45,234189,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_Sorties Saumuroises 2022-2023(1),jpg,2023-04-21 13:52:06,301358,1356,1920,JPEG,0.70625,,Affiches - Prochainement
Fresque collaborative,jpg,2023-05-12 08:20:54,235788,1356,1920,JPEG,0.70625,,Affiches - Prochainement
FDLM23,jpg,2023-05-12 08:22:18,534033,1315,1920,JPEG,0.6848958333333334,"{'ResolutionUnit': 2, 'ExifOffset': 168, 'Software': 'Adobe Photoshop 24.3 (Macintosh)', 'Orientation': 1, 'DateTime': '2023:05:04 14:50:39', 'XResolution': 300.0, 'YResolution': 300.0, 'ColorSpace': 1, 'ExifImageWidth': 1772, 'ExifImageHeight': 2588}",Affiches - Prochainement
1,jpg,2023-04-21 08:45:05,242863,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 171.0, 'YResolution': 171.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1414, 'ExifImageHeight': 2000}",Affiches - Prochainement
thumbnail_100% femmes 20222023(3),jpg,2023-04-21 13:44:02,270786,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_Déco accessoires guinguette,jpg,2023-04-21 13:44:46,284782,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_LCCF+LCJC(1),jpg,2023-04-21 13:46:28,326669,1356,1920,JPEG,0.70625,,Affiches - Prochainement
Family_day 2023,jpg,2023-05-05 12:37:19,375270,1357,1920,JPEG,0.7067708333333333,,Affiches - Prochainement
thumbnail_LCCF+LCJC,jpg,2023-04-21 13:47:22,324266,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_mercredi famille avril-2,jpg,2023-04-21 13:48:25,281891,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_pause familles avril(1),jpg,2023-04-21 13:49:07,202164,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_100% femmes 20222023(3)-2,jpg,2023-05-16 13:59:58,518665,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_LCCF+LCJC-2,jpg,2023-05-16 14:49:16,327635,1356,1920,JPEG,0.70625,,Affiches - Prochainement
affiche,jpg,2023-05-31 13:30:55,315225,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 171.0, 'YResolution': 171.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1414, 'ExifImageHeight': 2000}",Affiches - Prochainement
thumbnail_LCCF+LCJC(1)-2,jpg,2023-05-16 14:51:32,325097,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_Mardi créatif Vintage,jpg,2023-05-16 14:52:24,310507,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_mercredi famille juin,jpg,2023-05-16 14:53:41,260664,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_pause familles juin,jpg,2023-05-16 14:54:14,261175,1356,1920,JPEG,0.70625,,Affiches - Prochainement
thumbnail_Sorties Saumuroises 2022-2023(1)-2,jpg,2023-05-16 14:54:46,242077,1356,1920,JPEG,0.70625,,Affiches - Prochainement
Balade découverte affiches,jpg,2023-05-16 15:01:22,283111,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAFNr8yT5lk:61,j:47276897672,t:23051614'}",Affiches - Prochainement
Soirée-jeux-vidéo,jpg,2023-05-31 11:26:55,251842,1358,1920,JPEG,0.7072916666666667,,Affiches - Prochainement
Guinguette-1,jpg,2023-06-08 13:49:54,442064,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 168, 'Software': 'Adobe Photoshop 24.4 (Macintosh)', 'Orientation': 1, 'DateTime': '2023:06:08 15:35:36', 'XResolution': 300.0, 'YResolution': 300.0, 'ColorSpace': 1, 'ExifImageWidth': 2480, 'ExifImageHeight': 3508}",Affiches - Prochainement
pause familles novembre22,jpg,2022-11-15 13:00:08,211576,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAEoTimRlKk:324,j:39101318162,t:22102607'}",Affiches - Prochainement
pause familles novembre22,jpg,2022-11-15 13:04:20,211576,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAEoTimRlKk:324,j:39101318162,t:22102607'}",Affiches - Prochainement
pause familles novembre2022,jpg,2022-11-15 09:38:15,211576,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAEoTimRlKk:324,j:39101318162,t:22102607'}",Affiches - Prochainement
pause familles novembre22,jpg,2022-11-15 09:56:35,211576,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAEoTimRlKk:324,j:39101318162,t:22102607'}",Affiches - Prochainement
insta_fdlb,jpg,2022-11-15 11:56:54,955791,1920,1920,JPEG,1.0,"{'ResolutionUnit': 2, 'ExifOffset': 168, 'Software': 'Adobe Photoshop 23.5 (Macintosh)', 'Orientation': 1, 'DateTime': '2022:09:20 16:42:04', 'XResolution': 72.0, 'YResolution': 72.0, 'ColorSpace': 1, 'ExifImageWidth': 1080, 'ExifImageHeight': 1080}",Affiches - Prochainement
pause familles novembre22,jpg,2022-11-15 12:19:50,211576,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAEoTimRlKk:324,j:39101318162,t:22102607'}",Affiches - Prochainement
Sorties Saumuroises EJP,jpg,2022-11-18 16:47:35,211166,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAFBncL3nVM:34,j:41368898099,t:22111808'}",Affiches - Prochainement
invitation-vœux 2023,jpg,2023-01-06 09:35:21,313838,1918,1920,JPEG,0.9989583333333333,,Affiches - Prochainement
Invitation-Voeux-2023-40x60,jpg,2023-01-06 10:15:49,270117,1280,1920,JPEG,0.6666666666666666,,Affiches - Prochainement
webinairePE,jpg,2022-11-23 13:25:44,354676,1357,1920,JPEG,0.7067708333333333,"{'ImageWidth': 2480, 'ImageLength': 3508, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 23.3 (Macintosh)', 'Orientation': 1, 'DateTime': '2022:11:22 11:53:44', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 1181, 'ExifImageHeight': 1671}",Affiches - Prochainement
