name,file_extension,title,CREATION_DATETIME,Number_of_pages,file_size,content,category_name
SAMEDI 26 NOVEMBRE JOURNEE MONDIALE,pdf,,2022-11-24 16:21:20,2,168927,"SAMEDI 26 NOVEMBRE JOURNEE  MONDIALE   DES AIDES -SOIGNANTES     Hommage aux aides -soignantes   Hommage à toutes les aides -soignantes de  l’EHPAD  DE LA COTE DES CHARMES     Elle boutonne sa blouse comme chaque matin machinalement   Le soleil se lève à peine, elle s’étire un court moment   Après s’être ...   laver les mains soigneusement.     La journée peut alors commencer, maintenant.   Elle frappe à la première porte et dit « bonjour »   Une voix timide lui répondra peut être en  retour   Avec un sourire plein de tendresse et de bonté   Elle fera son devoir avec compassion et humilité.     Nettoyer, sécher, masser les peaux fragilisées   Par la maladie, le poids des années   Habiller, soulager et même rassurer   Les personnes qui ont besoin d’ être aidés.     Elle frappe à la deuxième porte et recommence   Un visage s’illumine rien que par sa présence   Un baiser sur le front apaisera les craintes passagères   Les douleurs à calmer, seront pour l’infirmière.     Frictionner, parfumer, coiffer les visages abîmés   Que le temps, au fil des ans, a fini par rider   Parler, redonner confiance et dignité   Aux personnes que la vie a blessés.     Derrière chaque porte, il y a une personne à part entière   Un être humain unique, avec ses joies et ses colères   Qu’il osera expr imer si la complicité s’invite naturellement   Avec l’habitude de la voir arriver régulièrement.     Frotter, pommader, déshabiller les corps malmenés   Par les accidents, les pathologies, l’usure du passé   Sourire, écouter, essayer de comprendre simplement   Les personnes malades qui recherchent un encouragement.     Elle déboutonne sa blouse, comme chaque soir, machinalement   Le soleil se couche à peine, elle baille un moment   Apres un rapide « bonsoir » aux collègues fatiguées   Elle va pouvoir, elle aussi rentrer se r eposer.     Aider aux devoirs, coucher les enfants et les embrasser   Finir la vaisselle,   Faire un dernier tour de l’appartement et tout vérifier   Elle finira aussi par aller se coucher.     Elle est AIDE -SOIGANTE, métier mal reconnu, et pourtant.   Combien ses geste s quotidiens sont importants,   Car tous les trésors du monde n’ont pas la valeur   Des sourires qu’elle offre avec son cœur.             ",Album Photos Côte des Charmes
Bleu Rouge et Vert Fait à la main Personnel Fêtes Affiche (1) (1),pdf,Bleu Rouge et Vert Fait à la main Personnel Fêtes Affiche,2022-11-21 17:40:56,1,56998,"Concours  Pull de NoëlA U  C L O S  F L E U R I    A N I M A T I O N  M U S I C A L E  L O R S  D U  G O U T E R  D E N O Ë L  A V E C  B R U N O  G I L S O N . M e r c r e d i  1 4  D é c e m b r e  |  1 4  h e u r e s E H P A D  L e  C l o s  F l e u r iL E  C O N C O U R S  E S T  O U V E R T  À  T O U T  L E  M O N D E , R E S I D E N T S ,  F A M I L L E S  E T  A U X  M E M B R E S  D U P E R S O N N E L  !",Album Photos Le Clos Fleuri
1650356993_vincentvangoghjeu_de_l_oie_fr_2022,pdf,,2023-03-29 14:08:57,2,1832371,"Jeu de l’oie Vincent van Gogh 4 1861 Zundert : Vincent fré - quente l’école du village.   Avance d’1 case 10 1868 Tilburg : Vincent  a 15 ans et quitte l’école.   Passe 1 tour 15 1869 La Haye : Vincent  est engagé chez un   marchand d’art.   Rejoue 17 1873 Londres :  Vincent travaille pour le  même marchand d’art,  mais en Angleterre. Avance d’1 case 19 1875 Paris : Vincent  travaille pour le même  marchand d’art, mais en  France. Avance d’1 case 21 1876 Vincent est   licencié. Passe 1 tour 22 1877-1878 Amsterdam :  Vincent reprend ses études,  mais arrête au bout d’un an.   Rejoue 24 1878-1880 Borinage : Vincent  aide des mineurs pauvres en  Belgique. Échange ton pion contre   celui qui est le moins loin 26 1880 Bruxelles : Vincent a 27 ans et décide  de devenir artiste. Avance de 2 cases 29 1881 Etten : Vincent retourne vivre chez ses parents.  Il part après une dispute avec son père.   Avance d’1 case32 1882 La Haye : Vincent prend des  cours chez le peintre Anton Mauve,  un parent.  Passe  1 tour 35 1884 Nuenen : Vincent vit  de nouveau chez ses parents.  Rejoue 38 1885 Vincent peint   Les mangeurs de pommes  de terre . Avance de 2 cases 41 1886 Anvers :   Vincent suit des cours  à l’Académie. Comme  c’est trop lent pour lui,  il abandonne.   Avance d’1 case 43 1887 Paris : Vincent  est inspiré par des   peintres français.  Avance de 2 cases 46 1889 Arles : Vincent  peint énormément de  tableaux. Avance de  3 cases  50 Paul Gauguin séjourne  dans la Maison Jaune de  Vincent. Passe 1 tour 52 Vincent et Gauguin se  disputent. Vincent perd les  pédales et se coupe l’oreille   gauche. Passe 1 tour 54 1889 Saint-Rémy-de-Provence :  Vincent passe un an dans une   institution. Recule d’1 case 58 1890 Auvers-sur-Oise : Vincent peint   ses dernières œuvres. Il meurt le 29 juillet,   à 37 ans. Passe 1 tour 63 Vincent est mondialement célèbre. Il a même   son propre musée. Et tu as gagné !  1 6 45 2 3 78910111213 14 15 16 17 18 1920 21 2223 242526272829 30 31 32 33 34 3536 37 383940414243 44 45 504748 49 535451 524655 56 57 5859 60 61 62 63 START Auvers-sur-Oise Pay-Bas* Londres Saint-Rémy Arles Paris Anvers * Zundert, Zevenbergen, Tilburg, La Haye, Dordrecht, Amsterdam, Etten, Drenthe, Nuenen",Album Photos Les Magnolias
planning semaine 31,pdf,,2022-08-01 06:38:49,1,144487,,Appli ANIMATION
CR CVS 04.03.2022,pdf,,2022-03-28 18:12:51,4,145508,,Appli CVS
RESULTATS ELECTION 2022,pdf,,2022-03-28 18:13:53,1,104242,"  RESULTATS ELECTIONS DU CVS DU 15/02/2022   ONT ETE ELUS     Représentants des résidents  :    MIGER Olivier , Titulaire   BRESSAN Monique , Titulaire   GIULIANI Rosina , Suppléante   SERAMOUR Mercedes , Suppléant e    Représentants des familles :    CHALMANDRIER Hervé , Titulai re  NAMY Jean -Michel , Titulaire   CAPUANO Sandrine , Suppléant e  LORUSSO Emmanuelle , Suppléant e    Représentant s du personnel  :    GIANOGLIO Christine , Titulaire   CASANO Caroline , Suppléante       FELICITATIONS AUX ELU(E)S ET MERCI A TOUS CEUX (ET CELLES) QUI SE SONT PO RTES  CANDIDAT(E)S.   ",Appli CVS
Guide Titan Animation,pdf,Microsoft Word - MÃ©mo TITAN,2022-02-03 08:48:03,9,3286665,"  Guide Titan Animation   Page 1 sur 9 Mémo TITAN : Actualiser la nomenclature  1. Faites un clic droit depuis le planning des activités puis sélectionnez « Nomenclature des activités »     2. Cliquez sur l’œil « Rechercher »     3. Double cliquez sur l’activité souhaitée. Procédez à toutes les modifications souhaitées et a minima les  rubriques : résidents sélectionnés, lieux et animateurs      Guide Titan Animation   Page 2 sur 9 Mémo TITAN : Planifier une activité récurrente  1. Cliquez sur Activités puis « Planning des activités ». Faites un clic droit avant de cliquer sur   « Créer un roulement d’activité »       2. Indiquez l’activité, les horaires, secteur, lieu et service. Cliquez sur les animateurs puis sur -1 pour ne  laisser apparaître au final que votre nom. La partie « durée » correspond à la période pour laquelle  vous voulez programmer la recopie automatique de l’activité. Il ne reste plus qu’à programmer la  fréquence de l’activité. Validez le tout.       En faisant un clic droit sur une activité programmée en roulement, vous pourrez toujours en  supprimer une à titre exceptionnel ou l’ensemble du roulement prédéfini.    ",Appli MENUS
menu semaine 31 du 1er au 7 aout 2022,pdf,,2022-08-01 09:23:03,1,254467,"  Les menus du jour sont déclinés en textures modifiées. Nous vous proposons ég alement un menu de substitution.   L’ETABLISSEMENT ETANT TRIBUTAIRE DE SES  FOURNISSEURS, IL EST SUSCEPTIBLE DE MODIFIER LES MENUS   DÉJEUNER  GOÛ TER DINER   LUNDI  1er Betteraves sauce vinaigrette   Haut de cuisse de poulet aux herbes   Riz bio, ratatouille   Fromage   Tarte aux pommes   Mini roulé abricot  Potage cultivateur   Gratin de pommes de terre au bleu et lardons   Salade   Fromage   Compote abricot bio   MARDI  2   Œufs durs, mayonnaise   Nouilles à la bolognaise   Emmental bio   Fromage   Pomme au four  Flan maison       Potage Parmentier   Pâté de tête   Salade   Fromage   Crème dessert caramel   MERCREDI  3 Melon charentais   Echine de porc au thym   Frites bio, salsifis à la crème   Fromage   Cône vanille      Yaourt aromatisé  Potage maison   Quiche lorraine   Salade   Fromage   Purée de pêche bio   JEUDI  4 Salami, cornichons   Emincé de veau à la crème   Coquillette bio, brocolis vapeur   Fromage   Pêche      Pot de glace  Potage maison   Blanc de dinde charentaise   Macédoine de légumes   Fromage   Yaourt bio à la myrtille   VENDREDI  5 Chou -fleur vinaigrette   Saumonette, sauce crustacés   Riz bio, julienne de légumes   Fromage   Liégeois vanille coulis de caramel      Gâteau au yaourt  Potage de julienne de légumes   Œuf mollet florentine   Pomme vapeur   Fromage   Dès de poire au sirop   SAMEDI  6 Salade coleslow   Fricassée de gésiers   Flageolets à la paysanne   Fromage   Clafoutis aux griottes      Cocktail de fruits   Velouté de bolets   Jambon supérieur   Haricots verts en salade   Fromage   Yaourt bio à la vanille   DIMANCHE  7 Salade composée au surimi   Sauté d’agneau   Poêlée champêtre   Fromage   Paris Brest      compote   Soupe de cresson   Pâté en croûte de volaille   Salade   Fromage   Variation de desserts  Menu semaine du 1er au 7 aout 2022   « Les Verdaines  »   ",Appli MENUS
AFFICHE DU CAFE DES AINES ET DES AIDANTS 28 04 2023 DE 14 H A 15 H (1),pdf,Café des ainés & des aidants V2,2023-04-25 12:11:56,1,337613,"CAFE DES AINES & DES AIDANTS  L'ANIMATION LE NUMERIQUE VENDREDI  28 AVRIL  2023 RÉSIDENTS, AIDANTS FAMILIAUX ET PROFESSIONNELS,  DIALOGUONS DU QUOTIDIEN ET DE LA QUALITÉ DE VIE  DANS NOTRE ÉTABLISSEMENT  -JESSICA DESVERNE        ANIMATRICE -KHADIJA TAHRI             CONSEILLERE NUMERIQUE -NICOLE WILLAUME DIRECTRICE ADJOINTE  Sur inscription auprès du secrétariat, Léa  DEZAVELLE –secretariat -tilleuls@groupe -sos.orgDe 14h à  15h  au petit  salon au  2eétage EHPAD Les Tilleuls  18 rue Haute         57180 TERVILLETHEMATIQUE DU JOUR",Café des Aînés et des Aidants
CVS Mars 21,pdf,,2021-03-18 13:13:54,4,218930,,Conseil de Vie Sociale
