name,file_extension,CREATION_DATETIME,Number_of_pages,file_size,content,category_name
BAIL A LOYER DE TROIS ANS 2020,pdf,2020-09-21 16:52:47,11,287697,"      BAIL A LOYER DE TROIS ANS     LES SOUSSIGNES  :    Mme Réthoré Bérengère, née l e 08/01/1980, domiciliée au 9 Rue du Pré Bouvet 49130 Les  Ponts de Cé  .    Dénommée aux présentes sous la dénomination «  LE BAILLEUR  »  D’UNE PART   Et :            Dénommé aux présentes sous la dénomination «  LE PRENEUR  »  D’AUTRE PART   Etablissement, ainsi qu’il suit, le BAIL, objet des présentes     BAIL     Par les présentes, le BAILLEUR, loue dans les conditions prévues par la loi du 6 juillet 1989  modifiée par la loi n°94 -624 du 21 JUILLET 1994, et par le présent contrat, au PRENEUR qui  accepte, l’IMMEUBLE dont la désignation suit, ainsi qu’il existe avec toutes ses aisances et  dépendances.     DESIGNATION DES LIEUX     Un appartement situé au rez de chaussé d’un ensemble im mobilier 113 Boulevard Jean Moulin  49000 Angers, appartement 4201, consistant en  :  • Une entrée avec placard, penderie, étagères.   • Un balcon.   • Une place de parking (pla ce1963) fixée au niveau du sous -sol, second emplacement à  gauche en entrant à partir du poteau de soutènement.   • Une kitchenette équipée composée d’un frigidaire, de plaques de cuisson électriques,  évier, placards, une chaudière, une table dépliable, deux tabourets et d’une hotte sèche.   • Une pièce principale avec une baie  vitrée, volet  et une fe nêtre, une grande fenêtre avec  volet roulant manuel, un lit deux places, un canapé, une table basse, une table, trois  chaises, un paravent et rideaux à chaque fenêtre.                      • Une salle d’eau composée d’une douche, un WC, un évier et cubes de rangement m ural.  • Un sommier et matelas   • Un paravent   • Une table basse   • Un canapé convertible   • Une table à manger et trois chaises   Eau – électricité – chauffage individuel électrique (deux dans la pièce principale, un dans la  salle d’eau)   Le preneur déclare avoir visité les lieux.     DUREE     Le présent bail est consenti et accepté pour une durée de TROIS ANS à compter du 1 er Avril  2020 pour se terminer le 31 Mars 2023.  Toutefois le PRENEUR pourra résilier le bail à tout moment, à condition de prévenir le  BAILLEUR de son intention trois mois au moins à l’avance, soit par notification au moyen  d’une lettre recommandée avec demande d’avis de réception, soit par signification du congé  par acte d’huissier de justice.   Le délai est réduit à un mois en cas de muta tion, de perte d’emploi, ou en cas de nouvel emploi  consécutif à une perte d’emploi ou si le PRENEUR étant âgé de plus de soixante ans, son état  de santé justifie un changement de domicile ou encore si ce dernier bénéficie du revenu de  solidarité active.     RENOUVELLEMENT     A son expiration, le présent bail sera tacitement reconduit ou renouvelé pour une période de  trois ans, si le bail est consenti par une personne physique (ou assimilées au sens de l’article 13  de la loi du 6 juillet 1989) ou de six ans s’il  est consenti par une personne morale.   Toutefois le BAILLEUR aura la faculté de s’opposer au renouvellement du bail en vue de  reprendre les biens loués soit pour son habitation personnelle ou celle de ses proches, soit pour  le vendre, ou encore s’il justifie d’un motif légitime sérieux, tel que l’inexécution par le  PRENEUR de l’une de ses obligations. Pour ce faire, il devra notifier dans les conditions légales  son intention au bénéficiaire du bail au jour du congé six mois au moins à l’avance par let tre  recommandée avec demande d’avis de réception ou par acte d’huissier de justice.     DESTINATION     Les lieux loués sont destinés à l’usage exclusif d’habitation, l’exercice de tout commerce ou  industrie, de toute profession, même libérale, étant formellemen t interdit.        ",All - Thumb
attestation-jellyfish-1730018_1920,pdf,2020-07-18 01:07:16,1,19473,"Attestation d'affichage des documents visibles et disponibles sur l'afficheur numérique Sur les afficheurs suivants :  Test_Antoine Le document suivant : jellyfish-1730018_1920 Créé le : 7 octobre 2019 à 11:59 A été affiché et rendu visible sur la(les) afficheurs(s) accessible(s) tous les jours, à toutes heures sur la période suivante : du au 7 octobre 2019 à 11:59 22 novembre 2019 à 14:23 Dans la(les) rubriques(s) :  Test_Antoine SlideShow La société A2Display est garante de cette information qui est conforme aux données stockées dans son logiciel. Document généré le : 9 juillet 2020 à 11:03Attesté par : ",All - Thumb
VERON_EXTENSION_IND-A,pdf,2020-07-18 01:07:19,1,827889,"          M. ET MME. VERON  //  Adresse  : 6 Rue Marie PELTIER, 49130 LES PONTS -DE-CE  Projet  : Exten sion et Rénovation de maison  ESQ 3D  //  Indice  :  Echelle  :   Date :          A             1/*   10/03/2020  A raison de l ’article L111 -1 du Code de la propriété int ellectuelle  Les plans restent la propriét é de l’AGENCE CABA                                               SUD EST (lointain)     SUD-EST EST (proche)  DESSUS   Limite de propriété   Limite de propriété   Limite de propriété   Toit plat non accessible   Pente 1%  Toit plat non accessible   Pente 1%  Toit métallique   mono pente  Pente 22%  Terrasse ext.  Dallage  béton  Espace jardin  Bâti existant  ",All - Thumb
Cascading Cache Invalidation — Philip Walton,pdf,2020-07-19 19:26:11,11,214699,"Cascading Cache InvalidationOctober 9, 2019For several years now, pretty much every article published on caching best practices hasrecommended the following two things for deploying JavaScript code in production:Add revision information to the filenames of your assets (usually content hashes)Set far-future expiry or max-age caching headers (so they donʼt have to be revalidatedfor returning visitors)Every bundling tool I know of supports adding content hashes with a simple configurationrule (like the following), and as a result this practice has now become ubiquitous:filename: '[name]-[contenthash].js'The other thing most performance experts recommend is code splitting, which allows youto split your JavaScript code into several separate bundles that can be loaded in parallel oreven on demand.Specifically in regards to caching best practices, one of the many claimed benefits of codesplitting is that changes made to a single source file wonʼt invalidate the entire bundle. Inother words, if a security fix is released for a single npm dependency, and youʼre code-splitting all your node_module dependencies into a separate “vendor” chunk, then onlyyour vendor chunk should have to change.The problem is, when you combine all of these things, it rarely results in effective long-term caching.In practice, changes to one of your source files almost always invalidates more than one ofyour output files—and this happens because youʼve added revision hashes to yourfilenames.PHILIP WALTON Engineer @ GoogleThe problem with revisioning filenamesImagine youʼve built and deployed a website, and youʼve used code splitting so most ofyour JavaScript is loaded on demand.In the following dependency graph, thereʼs a main entry chunk, three asynchronously-loaded dependency chunks (dep1, dep2 and dep3), and then a vendor chunk that includesall the siteʼs node_module dependencies. And in following with caching best practices, allfilenames include revision hashes. A typical JavaScript module dependency treeSince the dep2 and dep3 chunks import modules from the vendor chunk, at the top oftheir generated output code youʼll likely see import statements that looks like this:importimport {...} fromfrom '/vendor-5e6f.mjs';Now consider what happens if the contents of the vendor chunk change.If the contents of the vendor chunk change, then the hash in the filename will have tochange as well. And since the vendor chunkʼs filename is referenced in import statementsin both the dep2 and dep3 chunks, then those import statements will have to change too:",All - Thumb
attestation-jellyfish-1730018_1920,pdf,2020-07-20 14:06:12,1,19473,"Attestation d'affichage des documents visibles et disponibles sur l'afficheur numérique Sur les afficheurs suivants :  Test_Antoine Le document suivant : jellyfish-1730018_1920 Créé le : 7 octobre 2019 à 11:59 A été affiché et rendu visible sur la(les) afficheurs(s) accessible(s) tous les jours, à toutes heures sur la période suivante : du au 7 octobre 2019 à 11:59 22 novembre 2019 à 14:23 Dans la(les) rubriques(s) :  Test_Antoine SlideShow La société A2Display est garante de cette information qui est conforme aux données stockées dans son logiciel. Document généré le : 9 juillet 2020 à 11:03Attesté par : ",All - Thumb
Cascading Cache Invalidation — Philip Walton,pdf,2020-07-20 14:51:20,11,214699,"Cascading Cache InvalidationOctober 9, 2019For several years now, pretty much every article published on caching best practices hasrecommended the following two things for deploying JavaScript code in production:Add revision information to the filenames of your assets (usually content hashes)Set far-future expiry or max-age caching headers (so they donʼt have to be revalidatedfor returning visitors)Every bundling tool I know of supports adding content hashes with a simple configurationrule (like the following), and as a result this practice has now become ubiquitous:filename: '[name]-[contenthash].js'The other thing most performance experts recommend is code splitting, which allows youto split your JavaScript code into several separate bundles that can be loaded in parallel oreven on demand.Specifically in regards to caching best practices, one of the many claimed benefits of codesplitting is that changes made to a single source file wonʼt invalidate the entire bundle. Inother words, if a security fix is released for a single npm dependency, and youʼre code-splitting all your node_module dependencies into a separate “vendor” chunk, then onlyyour vendor chunk should have to change.The problem is, when you combine all of these things, it rarely results in effective long-term caching.In practice, changes to one of your source files almost always invalidates more than one ofyour output files—and this happens because youʼve added revision hashes to yourfilenames.PHILIP WALTON Engineer @ GoogleThe problem with revisioning filenamesImagine youʼve built and deployed a website, and youʼve used code splitting so most ofyour JavaScript is loaded on demand.In the following dependency graph, thereʼs a main entry chunk, three asynchronously-loaded dependency chunks (dep1, dep2 and dep3), and then a vendor chunk that includesall the siteʼs node_module dependencies. And in following with caching best practices, allfilenames include revision hashes. A typical JavaScript module dependency treeSince the dep2 and dep3 chunks import modules from the vendor chunk, at the top oftheir generated output code youʼll likely see import statements that looks like this:importimport {...} fromfrom '/vendor-5e6f.mjs';Now consider what happens if the contents of the vendor chunk change.If the contents of the vendor chunk change, then the hash in the filename will have tochange as well. And since the vendor chunkʼs filename is referenced in import statementsin both the dep2 and dep3 chunks, then those import statements will have to change too:",All - Thumb
How-to-recognize-great-UX-Designer.004,pdf,2020-07-20 14:51:20,1,394721,09/01/2020 How-to-recognize-great-UX-Designer .004.png (1680×1050) https://www .uxpin.com/studio/wp-content/uploads/2013/01/How-to-recognize-great-UX-Designer .004.png 1/1 ,All - Thumb
49e665eeb2374fbeb3b2e52cee339b9e,pdf,2020-11-12 15:12:44,1,143204,"ŒUVRE COLLABORATIVE plus d’informations sur  www.chemille-en-anjou.frJUSQU’AU 28 Février,  PARTICIPEZ AUX ATELIERS   DE PIXEL ART ET LOW POLY !",All - Thumb
attestation-jellyfish-1730018_1920 (2),pdf,2020-10-22 12:47:41,1,19473,"Attestation d'affichage des documents visibles et disponibles sur l'afficheur numérique Sur les afficheurs suivants :  Test_Antoine Le document suivant : jellyfish-1730018_1920 Créé le : 7 octobre 2019 à 11:59 A été affiché et rendu visible sur la(les) afficheurs(s) accessible(s) tous les jours, à toutes heures sur la période suivante : du au 7 octobre 2019 à 11:59 22 novembre 2019 à 14:23 Dans la(les) rubriques(s) :  Test_Antoine SlideShow La société A2Display est garante de cette information qui est conforme aux données stockées dans son logiciel. Document généré le : 9 juillet 2020 à 11:03Attesté par : ",All - Thumb
MiniCatalogueLunettes,pdf,2020-12-02 15:06:28,1,854159,Mini Catalogue Lunettes Junior   Lunettes Decathlon 10€ Lunettes Unihoc Victory 30~35€ plusieurs modèles disponibles Lunettes Salming V1 ~32€ plusieurs modèles disponibles Lunettes Fat Pipe Protective ~28€ plusieurs modèles disponibles Prix au 25 septembre pris sur decathlon.fr et efloorball.net Il est possible de faire une commande groupée par l’intermédiaire du club pour profiter  d’une réduction et partager les frais de port.  Lunettes correctrices de sport  : Alexis Thébaud (Opticien et licencié AAEEC Floorball) peut vous conseiller sur les possibilités d'équipement à la vue. Contact par mail : alexis.thebaud@mfam.fr (Équipement complet à partir de 69€.) ,All - Thumb
wench-double,pdf,2020-12-02 15:11:17,1,38681,,All - Thumb
stamps-famous,pdf,2020-12-02 15:11:16,1,38606,,All - Thumb
img20180813_11410063,pdf,2020-12-02 15:11:24,1,268890,,All - Thumb
MiniCatalogueLunettes,pdf,2020-12-02 15:11:34,1,854159,Mini Catalogue Lunettes Junior   Lunettes Decathlon 10€ Lunettes Unihoc Victory 30~35€ plusieurs modèles disponibles Lunettes Salming V1 ~32€ plusieurs modèles disponibles Lunettes Fat Pipe Protective ~28€ plusieurs modèles disponibles Prix au 25 septembre pris sur decathlon.fr et efloorball.net Il est possible de faire une commande groupée par l’intermédiaire du club pour profiter  d’une réduction et partager les frais de port.  Lunettes correctrices de sport  : Alexis Thébaud (Opticien et licencié AAEEC Floorball) peut vous conseiller sur les possibilités d'équipement à la vue. Contact par mail : alexis.thebaud@mfam.fr (Équipement complet à partir de 69€.) ,All - Thumb
AT4924618E0007 - VILLE DES PONTS DE CE,pdf,2020-12-02 15:59:59,1,748733,,All - Thumb
wench-double,pdf,2020-12-02 15:44:45,1,38681,,All - Thumb
AP4924618E006 - L'ARROSOIR,pdf,2020-12-02 16:00:00,1,752389,,All - Thumb
stamps-famous,pdf,2020-12-02 15:44:43,1,38606,,All - Thumb
AP4924619E004 - J-C AUTOMOBILES,pdf,2020-12-02 16:00:07,1,776047,,All - Thumb
img20170720_18385784,pdf,2020-12-02 15:44:46,1,24805,,All - Thumb
4924618D0005 - CAPL,pdf,2020-12-02 16:00:14,1,809186,,All - Thumb
img20180813_11433339,pdf,2020-12-02 15:44:54,1,269270,,All - Thumb
MiniCatalogueLunettes,pdf,2020-12-02 15:45:09,1,854159,Mini Catalogue Lunettes Junior   Lunettes Decathlon 10€ Lunettes Unihoc Victory 30~35€ plusieurs modèles disponibles Lunettes Salming V1 ~32€ plusieurs modèles disponibles Lunettes Fat Pipe Protective ~28€ plusieurs modèles disponibles Prix au 25 septembre pris sur decathlon.fr et efloorball.net Il est possible de faire une commande groupée par l’intermédiaire du club pour profiter  d’une réduction et partager les frais de port.  Lunettes correctrices de sport  : Alexis Thébaud (Opticien et licencié AAEEC Floorball) peut vous conseiller sur les possibilités d'équipement à la vue. Contact par mail : alexis.thebaud@mfam.fr (Équipement complet à partir de 69€.) ,All - Thumb
SA 2018-54 LA PRÉVIERE Voirie,pdf,2020-12-02 15:52:12,2,224673,,All - Thumb
AT4924617E0010 - EHPAD Les Cordelières,pdf,2020-12-02 15:52:27,1,303888,,All - Thumb
18DG-026,pdf,2020-12-02 15:52:41,2,432750,,All - Thumb
00-CR-7-juillet-2016,pdf,2020-12-02 15:52:54,22,507063,,All - Thumb
00-CR-14NOV2019,pdf,2020-12-02 15:53:11,8,656825,,All - Thumb
4924618D0005 - CAPL,pdf,2020-12-02 15:53:19,1,809186,,All - Thumb
SA 2018-54 LA PRÉVIERE Voirie,pdf,2020-12-02 15:57:45,2,224673,,All - Thumb
ENEDIS et SAFER-Affichage POUANCÉ,pdf,2020-12-02 15:59:17,2,538760,,All - Thumb
SA 2018-276  POUANCE,pdf,2020-12-02 15:59:24,2,591191,,All - Thumb
