name,file_extension,title,CREATION_DATETIME,Number_of_pages,file_size,content,category_name
22_4_2 PA DM1 2022-tampon,pdf,,2022-07-07 12:23:26,1,161842,,Conseil Municipal du 4 juillet 2022
22_4_15 Garantie d'emprunt pour Guingamp Habitat 8 logement 8 rue Faven - Rectification-tampon,pdf,,2022-07-07 12:40:39,2,119364,,Conseil Municipal du 4 juillet 2022
22_4_3 Révision des tarifs publics pour 2022-2023-tampon,pdf,,2022-07-07 12:25:15,1,78118,,Conseil Municipal du 4 juillet 2022
22_4_15 PA garantie emprunt rue faven-tampon,pdf,,2022-07-07 12:41:30,47,3243545,,Conseil Municipal du 4 juillet 2022
22_4_3 PA TARIFS 2022-2023-tampon,pdf,,2022-07-07 12:25:40,5,665221,,Conseil Municipal du 4 juillet 2022
22_4_16 Opération de Guingamp Habitat 27-27bis rue des Ponts St Michel-tampon,pdf,,2022-07-07 12:42:53,2,157230,,Conseil Municipal du 4 juillet 2022
22_4_4 Budget Principal - Information sur la réalisation d'un emprunt-tampon,pdf,,2022-07-07 12:30:10,1,75386,,Conseil Municipal du 4 juillet 2022
22_4_17 Rapport de la CLECT-tampon,pdf,,2022-07-07 12:43:31,2,130961,,Conseil Municipal du 4 juillet 2022
22_4_5 Admissions en créances éteintes-tampon,pdf,,2022-07-07 12:30:52,1,71714,,Conseil Municipal du 4 juillet 2022
22_4_17 PA PV CLECT-tampon,pdf,,2022-07-07 12:44:09,11,695750,,Conseil Municipal du 4 juillet 2022
22_4_6 Organisation des services et ouvertures de postes-tampon,pdf,,2022-07-07 12:31:38,3,226319,,Conseil Municipal du 4 juillet 2022
22_4_18 Création d'une Commission Communale d'Accessibilité-tampon,pdf,,2022-07-07 12:44:52,2,123805,,Conseil Municipal du 4 juillet 2022
22_4_7 Conseil Social Territorial - Rectificatif-tampon,pdf,,2022-07-07 12:32:14,1,81201,,Conseil Municipal du 4 juillet 2022
22_4_8 Acquisitions par la ville par exercice du droit de préemption-tampon,pdf,,2022-07-07 12:33:46,2,126926,,Conseil Municipal du 4 juillet 2022
22_4_9 Cession d'une maison d'habitation sise 17 rue Grd Trotrieux à Guingamp-tampon,pdf,,2022-07-07 12:34:19,1,83269,,Conseil Municipal du 4 juillet 2022
22_4_10 Cession d'une maison d'habitation sise 15 rue Grd Trotrieux à Guingamp Habitat-tampon,pdf,,2022-07-07 12:34:54,1,85050,,Conseil Municipal du 4 juillet 2022
22_4_11 Création de la Commission Locale Site Patrimonial Remarquable CLSPR-tampon,pdf,,2022-07-07 12:35:31,3,208212,,Conseil Municipal du 4 juillet 2022
22_4_12 Convention avec les Mairies de St Agathon et Pabu pour le Quartier de Kergoz-tampon,pdf,,2022-07-07 12:36:10,2,135376,,Conseil Municipal du 4 juillet 2022
22_4_12 PA Secteur KERJOLY Projet Convention tripartite V1 12 01 2022-tampon,pdf,,2022-07-07 12:36:41,7,335883,,Conseil Municipal du 4 juillet 2022
22_4_13 Candidature de la Ville au Label 100 pour 100 EAC-tampon,pdf,,2022-07-07 12:37:24,2,173106,,Conseil Municipal du 4 juillet 2022
22_4_1 Recours à personnel Interimaire-tampon,pdf,,2022-07-07 12:20:22,1,95353,,Conseil Municipal du 4 juillet 2022
22_4_14 Garantie d'emprunt pour Guingamp Habitat réhabilitation de 134 logements Castel Pic-tampon,pdf,,2022-07-07 12:38:41,2,124891,,Conseil Municipal du 4 juillet 2022
22_4_2 Décision Modificative n1-2022 - Budget Principal-tampon,pdf,,2022-07-07 12:22:54,1,93384,,Conseil Municipal du 4 juillet 2022
22_4_14 PA garantie emprunt logement Castel Pic 136160-tampon,pdf,,2022-07-07 12:39:30,34,2405137,,Conseil Municipal du 4 juillet 2022
22_4_19 Convention avec le Conseil Départemental pour le Gymnase du Collège Prévert-tampon,pdf,,2022-07-07 12:45:26,2,114228,,Conseil Municipal du 4 juillet 2022
20230120_affichage_depots,pdf,20230120-171721-etat-registre_dossiers_affichage_reglementaire.pdf,2023-01-20 16:22:40,3,72335,"022 070 - Ville de GUINGAMP  Registre des dossiers en cours  Édition du 20/01/2023  DOSSIER DATES DEMANDEUR TERRAIN INFORMATIONS LIMITE  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 21 X0120 Déposé le 09/09/2021 SNCF GARES & CONNEXIONS  107 AVENUE HENRI FREVILLE 35200 RENNES GARE SNCF, Rue Paul Bizos 22200 GUINGAMP  Délai 2 mois  Date limite le 09/11/2021  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0039 Déposé le 29/03/2022  Complété le 08/04/2022 COMMUNE DE GUINGAMP 1 place du Champ au Roy 22200 GUINGAMP CEDEX 25 RUE DE LA TRINITE 22200 GUINGAMP  Délai 1 mois  Date limite le 08/05/2022  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0017 Déposé le 29/07/2022  Complété le 25/11/2022 SCCV GUINGAMP CALLAC 1 rue Pierre et Marie CURIE ELEUSIS 5 CS 40231 22192 PLERIN CEDEX 8 ROUTE DE CALLAC 22200 GUINGAMP nombre de logements : 43 Délai 4 mois  Date limite le 25/03/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0019 Déposé le 05/08/2022 GUINGAMP HABITAT  38 RUE DES SALLES 22200 GUINGAMP 2 rue RENE CASSIN 22200 GUINGAMP nombre de logements : 4 Délai 4 mois  Date limite le 05/12/2022  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 22 X0124 Déposé le 17/10/2022 SCI BIMINI  2 Lymbeo 22810 Plounevez- Moëdec 38 rue Notre Dame 22200 Guingamp superficie : 83 m² Délai 2 mois  Date limite le 03/02/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0025 Déposé le 21/10/2022 GUINGAMP HABITAT  38 rue des Salles 22200 GUINGAMP 46 RUE DU MARECHAL FOCH 22200 GUINGAMP nombre de logements : 20 Délai 5 mois  Date limite le 21/03/2023  PERMIS DE DEMOLIR (Initial)        PD 022070 22 X0009 Déposé le 21/10/2022 GUINGAMP HABITAT  38 rue des Salles 22200 GUINGAMP 42 RUE DU MARECHAL FOCH 22200 GUINGAMP  Délai 3 mois  Date limite le 21/01/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0129 Déposé le 26/10/2022 Mme BRETONNIERE Chloé  71 RUE CHATEAUBRIAND 22100 DINAN 30 RUE DU POT D ARGENT 22200 GUINGAMP  Délai 2 mois  Date limite le 07/02/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0027 Déposé le 10/11/2022 O.P.H. GUINGAMP HABITAT  38 rue des Salles BP 60205 22202 GUINGAMP 1 et 3 PLACE MAEZ KAMM 22200 GUINGAMP  Délai 3 mois  Date limite le 10/02/2023  Page 1/7 DOSSIER DATES DEMANDEUR TERRAIN INFORMATIONS LIMITE  PERMIS DE CONSTRUIRE MAISON  INDIVIDUELLE (Initial)        PC 022070 22 X0028 Déposé le 24/11/2022 Mme LEROUX Aurélia  22 rue du Docteur Corson 22200 GUINGAMP 20 rue du Docteur Corson 22200 GUINGAMP superficie : 937 m² Délai 3 mois  Date limite le 24/02/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0156 Déposé le 20/12/2022 Mme MALPART Kevin  5 Rue St Yves 22200 GUINGAMP 22 RUE DU GENERAL DE GAULLE 22200 Guingamp superficie : 3800 m² Délai 2 mois  Date limite le 20/02/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0157 Déposé le 20/12/2022 M. MALPART Kevin  5 RUE SAINT-YVES 22200 GUINGAMP 22 RUE DU GENERAL DE GAULLE 22200 Guingamp superficie : 3800 m² Délai 2 mois  Date limite le 20/02/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0158 Déposé le 22/12/2022 CONSEIL REGIONAL DE BRETAGNE  283 avenue Général Patton 35711 Rennes 13 rue Anatole Le Braz 22200 Guingamp superficie : 26329 m² Délai 2 mois  Date limite le 22/02/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0159 Déposé le 23/12/2022 SA  ENEDIS 64 BD VOLTAIRE CS76504 35065 RENNES 10 Boulevard de la Marne 22200 Guingamp  Délai 2 mois  Date limite le 23/02/2023  PERMIS DE DEMOLIR (Initial)        PD 022070 22 X0011 Déposé le 23/12/2022 M. MALPART Kevin  5 RUE SAINT-YVES 22200 GUINGAMP 22 RUE DU GENERAL DE GAULLE 22200 Guingamp superficie : 3183 m² Délai 3 mois  Date limite le 19/04/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0160 Déposé le 27/12/2022  Complété le 17/01/2023 GUINGAMP PAIMPOL AGGLOMERATION 11 rue de la Trinité 22200 GUINGAMP RUE PAUL BIZOS 22200 GUINGAMP  Délai 2 mois  Date limite le 17/03/2023  DECLARATION PREALABLE (Initiale)        DP 022070 23 X0001 Déposé le 04/01/2023 Mme LE BARS Loanne  4 rue des Cyprés Saint-Hernin 22970 PLOUMAGOAR 13 RUE RUSTANG 22200 GUINGAMP  Délai 2 mois  Date limite le 04/03/2023  DECLARATION PREALABLE (Initiale)        DP 022070 23 X0002 Déposé le 04/01/2023 M. LETENDARD Pierre  20 rue Camille Claudel 35135 CHANTEPIE 17 RUE NOTRE DAME 22200 GUINGAMP  Délai 2 mois  Date limite le 04/03/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 23 X0001 Déposé le 09/01/2023 SCI  GUINGAMP 19 RUE JACOB 75006 PARIS 30 BOULEVARD DE LA MARNE 22200 Guingamp superficie : 405 m²  nombre de logements : 6 Délai 4 mois Date limite le 09/05/2023  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 23 X0003 Déposé le 11/01/2023 Mme QUEINNEC Sophie  3 Rue Lavoisier 22200 GUINGAMP 7 Rue Anatole Le Braz 22200 Guingamp superficie : 1635 m² Délai 2 mois  Date limite le 11/03/2023  Page 2/7 ",Dépôts - dossiers en instruction
20230127_affichage_depots,pdf,20230127-165657-etat-registre_dossiers_affichage_reglementaire.pdf,2023-01-27 16:03:33,3,71021,"022 070 - Ville de GUINGAMP  Registre des dossiers en cours  Édition du 27/01/2023  DOSSIER DATES DEMANDEUR TERRAIN INFORMATIONS LIMITE  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 21 X0120 Déposé le 09/09/2021 SNCF GARES & CONNEXIONS  107 AVENUE HENRI FREVILLE 35200 RENNES GARE SNCF, Rue Paul Bizos 22200 GUINGAMP  Délai 2 mois  Date limite le 09/11/2021  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0039 Déposé le 29/03/2022  Complété le 08/04/2022 COMMUNE DE GUINGAMP 1 place du Champ au Roy 22200 GUINGAMP CEDEX 25 RUE DE LA TRINITE 22200 GUINGAMP  Délai 1 mois  Date limite le 08/05/2022  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0017 Déposé le 29/07/2022  Complété le 25/11/2022 SCCV GUINGAMP CALLAC 1 rue Pierre et Marie CURIE ELEUSIS 5 CS 40231 22192 PLERIN CEDEX 8 ROUTE DE CALLAC 22200 GUINGAMP nombre de logements : 43 Délai 4 mois  Date limite le 25/03/2023  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 22 X0124 Déposé le 17/10/2022 SCI BIMINI  2 Lymbeo 22810 Plounevez- Moëdec 38 rue Notre Dame 22200 Guingamp superficie : 83 m² Délai 2 mois  Date limite le 03/02/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0025 Déposé le 21/10/2022 GUINGAMP HABITAT  38 rue des Salles 22200 GUINGAMP 46 RUE DU MARECHAL FOCH 22200 GUINGAMP nombre de logements : 20 Délai 5 mois  Date limite le 21/03/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0129 Déposé le 26/10/2022 Mme BRETONNIERE Chloé  71 RUE CHATEAUBRIAND 22100 DINAN 30 RUE DU POT D ARGENT 22200 GUINGAMP  Délai 2 mois  Date limite le 07/02/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0027 Déposé le 10/11/2022 O.P.H. GUINGAMP HABITAT  38 rue des Salles BP 60205 22202 GUINGAMP 1 et 3 PLACE MAEZ KAMM 22200 GUINGAMP  Délai 3 mois  Date limite le 10/02/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0156 Déposé le 20/12/2022 M. MALPART Kevin  5 RUE SAINT-YVES 22200 GUINGAMP 22 RUE DU GENERAL DE GAULLE 22200 Guingamp superficie : 3800 m² Délai 2 mois  Date limite le 20/02/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0157 Déposé le 20/12/2022 M. MALPART Kevin  5 RUE SAINT-YVES 22200 GUINGAMP 22 RUE DU GENERAL DE GAULLE 22200 Guingamp superficie : 3800 m² Délai 2 mois  Date limite le 20/02/2023  Page 1/6 DOSSIER DATES DEMANDEUR TERRAIN INFORMATIONS LIMITE  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0158 Déposé le 22/12/2022 CONSEIL REGIONAL DE BRETAGNE  283 avenue Général Patton 35711 Rennes 13 rue Anatole Le Braz 22200 Guingamp superficie : 26329 m² Délai 2 mois  Date limite le 22/02/2023  PERMIS DE DEMOLIR (Initial)        PD 022070 22 X0011 Déposé le 23/12/2022 M. MALPART Kevin  5 RUE SAINT-YVES 22200 GUINGAMP 22 RUE DU GENERAL DE GAULLE 22200 Guingamp superficie : 3183 m² Délai 3 mois  Date limite le 19/04/2023  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0160 Déposé le 27/12/2022  Complété le 17/01/2023 GUINGAMP PAIMPOL AGGLOMERATION 11 rue de la Trinité 22200 GUINGAMP RUE PAUL BIZOS 22200 GUINGAMP  Délai 2 mois  Date limite le 17/03/2023  DECLARATION PREALABLE (Initiale)        DP 022070 23 X0002 Déposé le 04/01/2023 M. LETENDARD Pierre  20 rue Camille Claudel 35135 CHANTEPIE 17 RUE NOTRE DAME 22200 GUINGAMP  Délai 2 mois  Date limite le 04/03/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 23 X0001 Déposé le 09/01/2023 SCI  GUINGAMP 19 RUE JACOB 75006 PARIS 30 BOULEVARD DE LA MARNE 22200 Guingamp superficie : 405 m²  nombre de logements : 6 Délai 4 mois Date limite le 09/05/2023  DECLARATION PREALABLE (Initiale)        DP 022070 23 X0004 Déposé le 11/01/2023 VILLE DE GUINGAMP  1 Place du Champ au Roy 22200 GUINGAMP 13 RUE DES PONTS ST-MICHEL 22200 GUINGAMP  Délai 2 mois  Date limite le 11/03/2023  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 23 X0005 Déposé le 12/01/2023 Mme RUNAVOT Elodie  20 RUE DU POT D'ARGENT 22200 GUINGAMP 20 RUE DU POT D'ARGENT 22200 GUINGAMP superficie : 402 m² Délai 2 mois  Date limite le 12/03/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 23 X0002 Déposé le 13/01/2023 UCO GUINGAMP  37 RUE DU MARECHAL FOCH Campus de la Tour d'Auvergne BP 904 22204 GUINGAMP CEDEX 31 37 RUE DU MARECHAL FOCH 22200 GUINGAMP superficie : 34024 m² Délai 3 mois  Date limite le 13/04/2023  PERMIS DE CONSTRUIRE (Initial)        PC 022070 23 X0003 Déposé le 13/01/2023 SAS HISTOIRE & PATRIMOINE 87 RUE RICHELIEU 75002 PARIS 33 Rue des Salles 22200 Guingamp superficie : 88320 m²  nombre de logements : 22 Délai 5 mois Date limite le 13/06/2023  DECLARATION PREALABLE (Initiale)        DP 022070 23 X0006 Déposé le 17/01/2023 S.A.  ENEDIS 64 BOULEVARD VOLTAIRE Pôle FI/No d'EOTP DB27/087399 BP 76504 35065 RENNES 49 RUE DU MARECHAL FOCH 22200 GUINGAMP  Délai 1 mois  Date limite le 17/02/2023  Page 2/6 ",Dépôts - dossiers en instruction
20220415_Affichage_Depots,pdf,20220415-171816-etat-registre_dossiers_affichage_reglementaire.pdf,2022-04-15 15:21:24,2,57622,"022 070 - Ville de GUINGAMP  Registre des dossiers en cours  Édition du 15/04/2022  DOSSIER DATES DEMANDEUR TERRAIN INFORMATIONS LIMITE  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0039 Déposé le 29/03/2022  Complété le 08/04/2022 COMMUNE DE GUINGAMP 1 place du Champ au Roy 22200 GUINGAMP CEDEX 25 RUE DE LA TRINITE 22200 GUINGAMP  Délai 1 mois  Date limite le 08/05/2022  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 22 X0047 Déposé le 15/04/2022 Mme LE CAM SERVANE  38  RUE DU GRAND TROTTRIEUX 22200 GUINGAMP 17 RUE NOTRE DAME 22200 GUINGAMP  Délai 1 mois  Date limite le 15/05/2022  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 22 X0046 Déposé le 08/04/2022 SCI SAINT-JEAN  16 RUE DES CYPRES 22970 PLOUMAGOAR 27 ROUTE DE BOURBRIAC 22200 GUINGAMP  Délai 1 mois  Date limite le 08/05/2022  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 21 X0135 Déposé le 05/10/2021 M. SERGENT Alexandre  3 RUE JEAN LE MOAL 22200 GUINGAMP 11 RUE DU GENERAL DE GAULLE 22200 GUINGAMP  Délai 2 mois  Date limite le 05/12/2021  DÉCLARATION PRÉALABLE MAISON  INDIVIDUELLE (Initiale)        DP 022070 21 X0120 Déposé le 09/09/2021 SNCF GARES & CONNEXIONS  107 AVENUE HENRI FREVILLE 35200 RENNES GARE SNCF, Rue Paul Bizos 22200 GUINGAMP  Délai 2 mois  Date limite le 09/11/2021  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0009 Déposé le 28/01/2022 SAS H INVEST GUINGAMP  84 RUE JEAN BONAL 92250 LA GARENNE COLOMBES 33 RUE DES SALLES 22200 GUINGAMP  Délai 2 mois  Date limite le 16/05/2022  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0040 Déposé le 30/03/2022 SQUARE HABITAT BRETAGNE  2 PLACE SAINT SAUVEUR 22000 GUINGAMP 2 RUE DES PONTS SAINT MICHEL 22200 GUINGAMP  Délai 1 mois  Date limite le 30/04/2022  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0038 Déposé le 28/03/2022 M. CHAREYRE Léo  28 RUE DU GENERAL PASTOL 22200 GUINGAMP 47 RUE MARECHAL FOCH 22200 GUINGAMP  Délai 1 mois  Date limite le 28/04/2022  DECLARATION PREALABLE (Initiale)        DP 022070 22 X0041 Déposé le 30/03/2022 SARL LD ET BS  83 RUE DE KERARIOU 22560 TREBEURDEN 10 BOULEVARD DE LA MARNE 22200 GUINGAMP  Délai 2 mois  Date limite le 30/05/2022  PERMIS DE CONSTRUIRE MAISON  INDIVIDUELLE (Initial)        PC 022070 22 X0005 Déposé le 01/04/2022 M. BREST Dominique  12 HENT PENN FANK 22300 LANNION 1 RUE DU 48eme R.I. 22200 GUINGAMP nombre de logements : 2 Délai 3 mois  Date limite le 01/07/2022  PERMIS DE CONSTRUIRE (Initial)        PC 022070 21 X0017 Déposé le 30/12/2021  Complété le 06/04/2022 M. PIERRE DAVID 15 22970 PLOUMAGOAR CROIX PRIGENT 7 ET 9 RUE DE L'YSER 22200 GUINGAMP nombre de logements : 3 Délai 5 mois  Date limite le 06/09/2022  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0001 Déposé le 15/02/2022 SCI OLITA   2 Allée des Noisetiers 22200 GRÂCES 50 BOULEVARD CLEMENCEAU 22200 GUINGAMP nombre de logements : 0 Délai 5 mois  Date limite le 15/07/2022  Page 1/7 DOSSIER DATES DEMANDEUR TERRAIN INFORMATIONS LIMITE  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0004 Déposé le 14/03/2022 M. MENGUY OLIVIER  34 RUE NOTRE DAME 22200 GUINGAMP 6 RUE NOTRE-DAME 22200 GUINGAMP  Délai 5 mois  Date limite le 14/08/2022  PERMIS DE CONSTRUIRE (Initial)        PC 022070 21 X0015 Déposé le 01/12/2021 SCI A.N.T.  3 Chemin de Kerprat 22200 SAINT-AGATHON 6 RUE DU GENERAL DE GAULLE 22200 GUINGAMP  Délai 5 mois  Date limite le 01/05/2022  PERMIS DE CONSTRUIRE (Initial)        PC 022070 22 X0002 Déposé le 03/03/2022 GUINGAMP PAIMPOL AGGLOMERATION  11 RUE DE LA TRINITE 22200 GUINGAMP 11 RUE DE LA TRINITE 22200 GUINGAMP  Délai 5 mois  Date limite le 03/08/2022  PERMIS DE DEMOLIR (Initial)        PD 022070 22 X0003 Déposé le 07/04/2022 FONDATION AUB SANTÉ  1 BOULEVARD DE LA BOUTIÈRE 35768 SAINT-GRÉGOIRE 8 IMPASSE RUPORZOU 22200 GUINGAMP  Délai 2 mois  Date limite le 07/06/2022  PERMIS DE DEMOLIR (Initial)        PD 022070 22 X0002 Déposé le 30/03/2022 M. LE COZLEER Nicolas  5 Rue 22200 GUINGAMP Pierre Guyomar 13 RUE MONTBAREIL 22200 GUINGAMP superficie : 1037 m² Délai 3 mois  Date limite le 30/06/2022  PERMIS DE DEMOLIR (Initial)        PD 022070 22 X0001 Déposé le 18/03/2022 CONSEIL DEPARTEMENAL DES COTES  D'ARMOR 9 PLACE DU GENERAL DE GAULLE 22023 SAINT-BRIEUC 1 58 RUE DE LA TRINITE 22200 GUINGAMP  Délai 3 mois  Date limite le 18/06/2022  Page 2/7 ",Dépôts - dossiers en instruction
